,Replication_ID,Ratio,Best_K,MAE,RMSE,R2
46,15,0.3,8,37294.76671483298,70304.65662505188,0.7905409635115201
47,15,0.5,8,34566.23143154541,67212.5448104943,0.8085604800324526
48,16,0.1,13,43691.52484919901,74465.20789278646,0.7803428886048012
49,16,0.3,5,38044.65570069221,67605.3017316092,0.8189494008459847
50,16,0.5,6,35862.848960106705,64995.37137290442,0.8326586321270089
51,17,0.1,14,43396.17440007413,74310.96927985785,0.7434847089207259
52,17,0.3,9,36525.86846729146,64759.33560680693,0.8051895831385226
53,17,0.5,9,33870.263976236114,61265.04090570757,0.8256456198210346
54,18,0.1,6,44234.17037811067,82419.50214334324,0.7123867808776672
55,18,0.3,7,37885.59187911285,75007.55587192575,0.7617905986650069
56,18,0.5,10,35918.466983661114,73411.21842216363,0.7718220186231549
57,19,0.1,9,42272.648620646425,72392.242645364,0.7766602492820172
58,19,0.3,8,37255.81117206664,66728.78625506039,0.8102383638772979
59,19,0.5,10,35545.696214261436,64791.67109261038,0.8210958858320969
60,20,0.1,6,45331.704722531984,83685.9025178488,0.7326014056333163
61,20,0.3,7,39107.88840009807,75859.44731158772,0.7802778398155321
62,20,0.5,6,35332.679587920175,69872.21920502142,0.8135924125335698
63,21,0.1,12,44106.83858383698,81076.48900787448,0.74313530341039
64,21,0.3,8,38638.222226545775,75548.78783184389,0.7769667806196036
65,21,0.5,8,36130.920823937064,75708.7544968534,0.7760212816008215
66,22,0.1,8,42280.5822173854,73049.2624127297,0.7829789893851261
67,22,0.3,10,36635.01732157204,66254.6249708093,0.8214735737767732
68,22,0.5,9,34343.55227866746,64000.16269794613,0.8334163908007501
69,23,0.1,8,44795.506860129564,84702.02806339538,0.7229285859910352
70,23,0.3,7,38274.30772764452,75389.46290432621,0.7805046108147387
71,23,0.5,10,36340.72444293787,73597.37867722112,0.7908158398609431
72,24,0.1,11,41788.85644733855,71267.05813968003,0.772713514907702
73,24,0.3,7,35604.98597358124,63168.967974032304,0.8214320502475982
74,24,0.5,7,32926.51977005776,58463.328341718734,0.8470452313245093
75,25,0.1,7,43109.97647979269,75101.63630563527,0.7762245636329903
76,25,0.3,7,37474.41159290788,68308.97947281158,0.8148732367896515
77,25,0.5,11,34908.38382546148,65320.12165865659,0.8307192464421981
78,26,0.1,9,41730.012329673315,74969.0950478259,0.7608412142009576
79,26,0.3,12,36794.69965018633,68343.98084110359,0.8012430397736231
80,26,0.5,8,34126.56487210041,65131.66953255698,0.8194879392596159
81,27,0.1,9,44255.04471384502,77186.71535177964,0.7659311121550206
82,27,0.3,14,38395.20980037524,70286.85970711715,0.8059083500639519
83,27,0.5,8,35634.190375071994,65693.15312966338,0.8304496125464729
84,28,0.1,9,42909.80726788197,73692.19384074955,0.7554766012238997
85,28,0.3,10,37537.77697372556,67811.07669829763,0.7929483325723963
86,28,0.5,5,34811.15972466763,64802.62300242625,0.8109125860712628
87,29,0.1,10,44198.72586673908,76464.47630791819,0.7347331981291269
88,29,0.3,11,38446.69002421664,68376.23491196969,0.787883803774963
89,29,0.5,6,35578.20614896136,64552.15194465058,0.8109464164395888
90,30,0.1,7,43365.69357890804,72886.80298290335,0.7779421998596684
91,30,0.3,7,36854.70100071183,65220.53577848882,0.8221978718522375
92,30,0.5,9,34791.51175893606,63047.24458154098,0.8338499591797531
93,31,0.1,15,43339.487677034536,75745.23940111806,0.7523440224249411
94,31,0.3,13,36727.95646690741,67630.92137397529,0.8025629115773657
95,31,0.5,11,33966.822806904085,63810.38647006253,0.8242396617880133
96,32,0.1,5,42574.30460557137,75897.28022108905,0.7790688921020865
97,32,0.3,8,37138.578573310755,70171.13243709742,0.811148075622088
98,32,0.5,7,34729.48010424279,67264.3625002797,0.8264700246981755
99,33,0.1,9,44041.33521938547,79438.14150878484,0.7564665930806237
100,33,0.3,9,37908.52315152647,70380.057176627,0.808838854258183
101,33,0.5,8,35362.6347336006,67370.03579518004,0.8248403977192863
102,34,0.1,10,42068.40608174498,73915.47486614226,0.7692854061217709
103,34,0.3,10,36528.04313729038,65542.94406417178,0.8185920922897638
104,34,0.5,8,33759.63308824507,62784.72765057135,0.8335390559067802
105,35,0.1,15,44720.84678165293,77711.95115572175,0.7613155191067801
106,35,0.3,12,37687.74541207405,69825.62779003219,0.8073015354376017
107,35,0.5,9,34243.131986241155,65785.10734030382,0.8289576198426379
108,36,0.1,10,45858.87871333118,84797.55625994471,0.736420086451057
109,36,0.3,7,39726.36525037798,76815.50466553407,0.7837065270201732
110,36,0.5,6,36741.27144414877,73426.24128117564,0.8023721108882312
111,37,0.1,6,44788.305676328164,82857.60868573801,0.7246552379610174
112,37,0.3,9,38420.524895699,76043.13587478203,0.7680832774547406
113,37,0.5,11,35787.61968686457,73475.37657924277,0.7834811707797816
114,38,0.1,8,43525.75729744767,76826.63730673227,0.7414114136471393
115,38,0.3,11,37056.65003834167,68190.46049399218,0.7962803368772093
116,38,0.5,8,34632.227332255374,65330.69466233043,0.8130091934120867
117,39,0.1,9,43215.53454663682,78672.8288934666,0.7686893008941447
118,39,0.3,9,37339.371175402914,72681.78178707085,0.8025771947035686
119,39,0.5,6,35376.57762392909,71432.79269880161,0.8093040600724674
120,40,0.1,9,42899.408799894154,72141.82220508067,0.7652737527624967
121,40,0.3,13,36243.35311029395,64291.138186624245,0.8135812169265967
122,40,0.5,9,33722.80029993435,61260.536464481615,0.8307420677198525
123,41,0.1,7,45278.929972325604,83238.8781357121,0.7449534746349983
124,41,0.3,4,39698.33867462943,74847.65234952263,0.7937835337191367
125,41,0.5,6,36888.66842152557,72273.7990456169,0.8077223779925763
126,42,0.1,11,42974.59371394369,77713.54371900325,0.76316268191571
127,42,0.3,9,37709.01429498933,70885.20202004576,0.8029538875139501
128,42,0.5,8,34978.83958213111,68441.5022883854,0.8163056597016448
129,43,0.1,5,44164.75682276384,70762.51353678398,0.7737132082877567
130,43,0.3,10,38061.33966295868,62207.43440742972,0.8251211520030467
131,43,0.5,9,34805.06951024758,58542.19792089169,0.8451216367354905
132,44,0.1,8,41872.97496863494,67652.74436433616,0.7852820132819343
133,44,0.3,9,35723.21043751691,59309.183713682825,0.8349781381712459
134,44,0.5,4,32580.24240559474,54125.1791637914,0.8625653366356237
135,45,0.1,11,43574.40382925653,76736.32410684845,0.7471400639323542
136,45,0.3,12,37941.37057617085,70413.04666815704,0.787095758776249
137,45,0.5,6,34779.91299978525,65684.34523488891,0.8147314121974739
138,46,0.1,10,44040.06074203421,80903.88060092187,0.7442649473276224
139,46,0.3,8,38461.50506627645,74190.89099444255,0.7849434243662187
140,46,0.5,8,35729.65326232658,70622.04757727218,0.8051357533243135
141,47,0.1,11,45465.09352484172,81454.48559069981,0.7350011266511822
142,47,0.3,9,39052.94994135372,72451.95039200185,0.7903406770297869
143,47,0.5,5,36281.55314063781,69743.06142878941,0.8057253965253239
144,48,0.1,8,43481.30716371409,74507.6808951283,0.7859202714790964
145,48,0.3,8,37604.57864657513,68241.6687038148,0.8204138956600247
146,48,0.5,6,35245.51942609932,65732.65922428599,0.8333766515572326
147,49,0.1,8,42150.184497260365,74649.86079521061,0.7490372536157128
148,49,0.3,13,38001.44915492941,69462.85839716202,0.7827015867231013
149,49,0.5,10,35845.85050711125,67272.38484405256,0.7961902755376009
150,50,0.1,9,41948.47253504966,73484.0544172609,0.7423040213784989
151,50,0.3,11,36442.65073205893,66303.09716790784,0.790207937458423
152,50,0.5,7,33161.6313421455,61250.483422795136,0.8209639602934562
153,51,0.1,12,43183.10679541465,74591.56587054179,0.755498065838371
154,51,0.3,7,37339.298057850945,66897.14573524128,0.8033390977600317
155,51,0.5,7,34580.63020378062,62082.71274868993,0.8306269837997118
156,52,0.1,12,43590.48972990944,75838.58528462393,0.7738908622541929
157,52,0.3,14,37914.61482051951,70363.1016049986,0.8053620069948227
158,52,0.5,5,35040.27004226601,66608.79505923581,0.8255781763968028
159,53,0.1,14,44188.96166710656,81628.3631131165,0.7257604413395256
160,53,0.3,9,37868.515359432415,73005.97255274959,0.7806363278897338
161,53,0.5,11,34778.782072766204,69865.13185414765,0.7991051091478142
162,54,0.1,9,42114.6196756429,70325.54600121226,0.7895949142225566
163,54,0.3,9,36367.31179037567,63885.48290702238,0.8263661593368854
164,54,0.5,9,33505.38733790191,60776.203680896666,0.842856238148538
165,55,0.1,7,43261.39418756924,73552.90961120417,0.7665416187647709
166,55,0.3,7,36753.07938533088,65309.59886416578,0.8159381478086963
167,55,0.5,6,33746.14360473854,60484.988791932294,0.8421280532498745
168,56,0.1,13,43270.06390254086,70999.06293704886,0.7773014393985375
169,56,0.3,9,37225.24410649644,63434.29919146444,0.8222291828111589
170,56,0.5,6,34926.10173173383,61289.413832511826,0.8340477626233136
171,57,0.1,15,43122.055307440016,75163.75613590251,0.7394050748383458
172,57,0.3,18,37709.50021708516,70812.72120315599,0.7687021627039425
173,57,0.5,7,35230.69118788733,66649.67597260552,0.7950985229586839
174,58,0.1,10,44673.732681855574,80680.25543120298,0.7219895028313987
175,58,0.3,8,38233.69796818857,72394.8786848549,0.7761575994094843
176,58,0.5,9,35743.29664252144,69235.11036977803,0.7952709632383883
177,59,0.1,8,44683.523510643616,79223.0567741239,0.7475457751124686
178,59,0.3,7,38419.481530518584,71754.29852283666,0.7929022891111069
179,59,0.5,6,35461.293880032455,70114.59753906463,0.8022591742634176
180,60,0.1,13,43937.25762771584,76775.6499930154,0.7489369069528393
181,60,0.3,15,38525.39344362385,68774.2251259345,0.798540717467555
182,60,0.5,10,35400.571681477246,63815.87248685661,0.8265424157687227
183,61,0.1,11,41681.55386373609,69565.62158990225,0.7919091612934471
184,61,0.3,10,36778.739564834446,65923.19879434915,0.8131297504619837
185,61,0.5,8,34663.340353629006,63260.0161926036,0.82792324085952
186,62,0.1,7,43496.42430563295,76723.77641739445,0.772956054584977
187,62,0.3,15,37529.23132912465,68390.80053612405,0.8195963344569287
188,62,0.5,8,34740.711596577734,63440.664685273114,0.8447665062493037
189,63,0.1,11,42723.83307569301,75550.41882731685,0.7722825606770242
190,63,0.3,13,37664.96722659915,68522.09353971231,0.812680156709667
191,63,0.5,7,35387.77680094487,66162.3628255534,0.8253596664593951
192,64,0.1,10,43334.57017107998,80723.89182601548,0.713167741567051
193,64,0.3,8,37373.738042671794,73771.8944276556,0.7604447566431757
194,64,0.5,8,35127.817905752534,71215.02515525346,0.7767625397315606
195,65,0.1,7,41812.710849188814,74558.3203468085,0.7546259166189011
196,65,0.3,6,35880.789030012136,67106.1802006899,0.8012251216139143
197,65,0.5,9,33299.257904610335,65256.763519000626,0.8120304419556614
198,66,0.1,10,42475.50611376082,70377.32938650578,0.7953542608247031
199,66,0.3,9,36012.48882539382,60487.511651426044,0.8488289675495161
200,66,0.5,10,33241.631361945525,57235.56991856596,0.8646466014274776
201,67,0.1,11,43391.532334222495,78202.96789953364,0.7460342283777679
202,67,0.3,7,36959.452026457126,67174.69642821417,0.8126127048272964
203,67,0.5,9,34805.236003138045,66643.42249042782,0.8155650161345976
204,68,0.1,7,43198.70564506565,78245.57327979253,0.7639717420131278
205,68,0.3,6,38007.94855905235,72412.76186709893,0.7978495690454012
206,68,0.5,9,35434.17658822749,68802.71947982327,0.817503030862138
207,69,0.1,8,43618.4484277195,81693.312607314,0.7380032901143218
208,69,0.3,10,38352.928985823935,75952.5930191222,0.7735313795622917
209,69,0.5,6,35389.734946328404,72358.92971890823,0.7944549166154986
210,70,0.1,11,43519.5454858836,75967.96737763268,0.7282252047070489
211,70,0.3,14,36781.63958234083,67031.5913199197,0.7884041120342451
212,70,0.5,8,34679.09247074719,63994.85879791246,0.8071416997918096
213,71,0.1,10,45195.424110132735,83391.5778183323,0.7406164995510647
214,71,0.3,8,39660.28206434005,75826.50657653887,0.785543081825544
215,71,0.5,8,36861.3996091623,73981.34246313546,0.7958532923360543
216,72,0.1,11,42807.02834163943,78786.29061051377,0.749807442434486
217,72,0.3,11,37330.11226341382,72565.55487588237,0.7877566360951239
218,72,0.5,4,34850.04049490606,68166.72362457067,0.8127085636179431
219,73,0.1,8,43620.09415978364,76293.23783939016,0.7669555295833445
220,73,0.3,10,37058.32329100618,66275.45986500541,0.8241379184148723
221,73,0.5,8,34407.62014299716,62536.55410412668,0.8434206075128454
222,74,0.1,9,43376.806164482725,76288.3335781532,0.766216103034812
223,74,0.3,9,38132.52368693944,71040.4827748887,0.7972736761370876
224,74,0.5,12,36220.88499520216,69199.37426636119,0.8076453578900928
225,75,0.1,11,43560.31300055655,76287.97892415349,0.7545874844738126
226,75,0.3,10,37368.14064904469,70301.71354422736,0.7915910768172885
227,75,0.5,12,34963.3457607938,67864.62197918032,0.8057901034607222
228,76,0.1,13,42329.13653564511,74588.67094312837,0.7431577513343455
229,76,0.3,18,36483.78167410131,68281.80232163581,0.7847561864865833
230,76,0.5,8,34182.230591311614,65654.8601349338,0.8009993536453472
231,77,0.1,8,45472.36075084732,80887.74350735835,0.7537304066477197
232,77,0.3,8,39220.06303424734,74299.77605279237,0.7922120481571856
233,77,0.5,9,36398.59303200932,71197.49855518063,0.8092015581740982
234,78,0.1,11,43298.21201116566,78261.78820331891,0.7390604663814372
235,78,0.3,9,37143.48482214007,69677.72820074443,0.7931629606238095
236,78,0.5,5,33992.528178136585,66129.22398942996,0.8136938458826904
237,79,0.1,8,43735.40695497895,80014.77395421278,0.7496972883941981
238,79,0.3,10,38386.350733878244,72393.457906869,0.7951085518828624
239,79,0.5,7,35564.0366724633,68578.1284300049,0.8161361091221404
240,80,0.1,9,42080.623710019696,77634.67807863101,0.7533586748753417
241,80,0.3,9,36502.32488653855,71224.1028821294,0.7924091020542645
242,80,0.5,10,33795.634938397714,68800.16008344683,0.8062983904096469
243,81,0.1,10,43246.38058047859,75569.04326362912,0.7843651494384871
244,81,0.3,11,38761.54057692253,70005.47113268317,0.8149474517756257
245,81,0.5,6,35709.27216460336,66301.44667120778,0.8340118388899369
246,82,0.1,13,41361.31785289666,72023.39371939389,0.7684669138438078
247,82,0.3,10,35978.13135514099,64587.375493778454,0.8138079332540356
248,82,0.5,10,33796.809730111156,63090.95542129637,0.8223357256601851
249,83,0.1,8,43463.723316593096,77162.44827235356,0.7335833980615099
250,83,0.3,12,37782.78488207812,68896.70444989545,0.787604072906958
251,83,0.5,8,35440.509100654795,65677.04927301373,0.8069914481019074
252,84,0.1,11,42799.60969053527,77204.08520349162,0.7604809774923034
253,84,0.3,8,36698.94754034562,69300.16027259688,0.8070130573552567
254,84,0.5,8,33982.813011550155,64903.34047709353,0.8307247173528121
255,85,0.1,10,41474.54033326084,69453.65497965498,0.7763473183691159
256,85,0.3,9,35919.802463924,63031.13485664077,0.8157980801773926
257,85,0.5,6,33610.65146163836,60454.683378044654,0.8305491307154007
258,86,0.1,8,42880.64074984059,75014.68773695506,0.7651651852330346
259,86,0.3,7,37519.99628761061,66851.20525084953,0.8134959127259307
260,86,0.5,9,34812.824358635444,63984.02712158244,0.8291507751796511
261,87,0.1,12,41928.00454808443,65852.13761997876,0.7968808469812464
262,87,0.3,9,36139.939411895255,58428.430050152965,0.8400959156126655
263,87,0.5,8,34147.67897594347,56426.89343949397,0.850863686106117
264,88,0.1,11,42826.77409486992,74662.36820208796,0.7562928116201117
265,88,0.3,11,36773.3147542078,66801.15844842326,0.8049109899347998
266,88,0.5,13,34425.22765115687,64872.371119303156,0.8160141765342542
267,89,0.1,6,42515.90600038208,73408.52974489266,0.7705673490310193
268,89,0.3,6,37224.74256944093,67645.60363059257,0.8051765075378332
269,89,0.5,8,35195.14961881547,64881.79008246592,0.8207711912138993
270,90,0.1,9,42887.95132510628,76264.89856626629,0.7822541430509047
271,90,0.3,7,37436.77680206801,70078.72123804933,0.8161461014431034
272,90,0.5,6,35309.14294042525,67956.76402992953,0.8271115871821159
273,91,0.1,10,42330.18938666446,74228.09498124658,0.7619269847619701
274,91,0.3,10,36595.61578436024,68510.74549115729,0.7971892694909584
275,91,0.5,10,34950.781496446536,66125.49236786812,0.8110654513707973
276,92,0.1,9,45129.14309098918,79774.18859225174,0.7462027534604536
277,92,0.3,9,38620.03707588557,71676.05475546625,0.795114935813949
278,92,0.5,6,36086.487675003744,67807.33024360964,0.8166354378514423
279,93,0.1,7,43758.84685601194,78096.39544979534,0.753921879563033
280,93,0.3,10,38394.5486422317,70794.35056507234,0.797787393928854
281,93,0.5,8,36141.41711924816,68514.93182592285,0.8105993426427737
282,94,0.1,9,43052.75607585119,75620.79209250821,0.7627557576456178
283,94,0.3,7,36257.94628393221,66930.52647101735,0.8141503619910702
284,94,0.5,8,33603.777392222364,64713.920002563566,0.8262564653154181
285,95,0.1,13,42327.876188307055,77634.32212262235,0.7513888431596567
286,95,0.3,11,37723.59043498958,74047.92195317577,0.7738280021422572
287,95,0.5,5,35597.341932314055,72507.1947727182,0.7831420789249356
288,96,0.1,10,43707.06016160084,76210.5005517217,0.7679854104476852
289,96,0.3,5,38041.2395085019,68195.86285278392,0.8142188168832223
290,96,0.5,6,34761.30099532586,63782.448166995324,0.8374870265718648
291,97,0.1,7,44066.22939538998,77628.35044103152,0.7336309550017615
292,97,0.3,10,38330.73879142515,70623.67305919953,0.7795329758088976
293,97,0.5,7,35801.10362175957,67602.31442248667,0.7979931170122233
294,98,0.1,12,42687.9252651045,68812.59156531614,0.787386851617043
295,98,0.3,7,37221.06198581028,61952.96444118513,0.8276630214837427
296,98,0.5,10,34990.22275627125,60108.65303720193,0.8377710780223041
297,99,0.1,7,41813.98354797224,73747.68259355232,0.7317449701591003
298,99,0.3,7,35453.536819156325,64848.54810752714,0.7925795212137028
299,99,0.5,7,32685.30112144592,62448.73524117892,0.8076472443311317
300,100,0.1,7,42563.03940689548,75159.34480168745,0.7604841535985887
301,100,0.3,13,37031.376977578235,68436.03215427102,0.8014188945156226
302,100,0.5,7,34343.46154371298,65852.45962689572,0.8161294046883774
303,101,0.1,8,42088.654284647404,71416.4790787493,0.7766182412042077
304,101,0.3,8,36316.95402774893,62666.78907193252,0.8280010793957652
305,101,0.5,8,33870.62814739874,59524.81137842717,0.8448160180180074
306,102,0.1,11,42598.01757006123,72948.65532483507,0.7543821491309333
307,102,0.3,13,35694.88683553174,64000.33460593423,0.8109442744996447
308,102,0.5,7,33196.357813574345,60208.99683927897,0.8326798951858453
309,103,0.1,13,42308.77060540301,70469.96240121184,0.7912091157243364
310,103,0.3,8,35634.52354636638,62485.14487168907,0.8358439035675318
311,103,0.5,7,33313.37773184867,59201.802171529525,0.8526421390180033
312,104,0.1,10,42574.023696919125,75046.41158890762,0.7591075801615554
313,104,0.3,14,36822.86281014896,66202.20628993452,0.8125401786123685
314,104,0.5,10,33898.74018724025,61609.965355444874,0.837645174347571
315,105,0.1,11,43680.75267025006,72662.7322898344,0.7777007082197103
316,105,0.3,16,37393.790078329825,64840.87132110697,0.8229840847898882
317,105,0.5,7,34758.04616555985,61260.77612447822,0.8419918021616495
318,106,0.1,9,42925.97948558915,75731.75324808007,0.7549959322492461
319,106,0.3,15,36689.2386959214,67737.73271074548,0.8039898393608529
320,106,0.5,9,33979.7573698768,65408.83168790785,0.8172362516731136
321,107,0.1,9,44698.63218747054,79460.75171697674,0.722646234124888
322,107,0.3,14,38011.98321545699,70124.51247550131,0.7839926950461926
323,107,0.5,8,35437.83746871094,67166.6748552685,0.8018306769009949
324,108,0.1,10,43324.83585039396,77112.36789989243,0.7463223503995894
325,108,0.3,15,37258.286987825566,72220.86707616654,0.7774848819248166
326,108,0.5,9,35012.4671875694,69479.68254490402,0.794055699405162
327,109,0.1,8,42715.76220483548,77696.6104816556,0.7398750332339971
328,109,0.3,12,37806.4130236926,71512.78845768434,0.7796336305559683
329,109,0.5,12,36069.82643443734,70075.51930815126,0.7884024956050726
330,110,0.1,6,44863.74193390716,78588.37361032188,0.743115714223036
331,110,0.3,14,38489.14812353467,69576.5720338209,0.7986521523918281
332,110,0.5,7,34965.80420632637,66068.85355644187,0.8184423813627577
333,111,0.1,11,43725.559511227,81439.94926953016,0.7319339968832683
334,111,0.3,14,38115.84963736514,76299.89624299863,0.7647039455145538
335,111,0.5,7,35185.9016607432,73485.36148658274,0.7817428801632251
336,112,0.1,10,41989.69857882053,70466.84203535224,0.7859822900366038
337,112,0.3,8,35777.982460259685,63044.28634939937,0.8286943999499035
338,112,0.5,10,33644.53701101899,59830.2122756249,0.8457158962570639
339,113,0.1,11,41814.20965663886,71258.75880945883,0.7488658025307869
340,113,0.3,14,35890.91510201624,64106.019690088935,0.7967516756930433
341,113,0.5,7,33040.364978663,58777.964009655734,0.8291329089669399
342,114,0.1,7,41520.52236816775,67019.44245983014,0.7923462422536929
343,114,0.3,9,35100.9823918847,57848.23822726958,0.8452899781484448
344,114,0.5,10,32591.192370927034,55389.49988954274,0.858161848960251
345,115,0.1,12,43918.56150062708,77268.97598826308,0.7688851874329938
346,115,0.3,8,38431.781617178916,70760.75003501518,0.8061783337667985
347,115,0.5,7,35779.503630814244,67374.36537310884,0.824285806955393
348,116,0.1,10,44374.87722614971,81244.74096254418,0.7316018282517156
349,116,0.3,11,38000.616377627615,74835.91946732743,0.7722757740869524
350,116,0.5,9,35323.4971092943,72337.29335032224,0.787228455576709
351,117,0.1,8,44855.524483946545,78238.97070988882,0.7451791402582588
352,117,0.3,14,38665.11452231866,72173.47639787802,0.7831577179901714
353,117,0.5,8,35674.83466225222,69774.93394971408,0.7973308770812142
354,118,0.1,14,43180.768241492915,74204.81024355159,0.7289530855286448
355,118,0.3,15,36504.72499009066,65621.5295766107,0.7880306595985893
356,118,0.5,7,33690.76289093859,63134.124895326495,0.8037956281280307
357,119,0.1,9,44540.55809012844,83170.73171923983,0.7385115006459935
358,119,0.3,10,38707.58341169314,75371.61228175963,0.7852529736045101
359,119,0.5,7,35597.68854159995,70274.00928740889,0.8133186162150114
360,120,0.1,8,43031.99598285663,74144.40107773131,0.7580560948085211
361,120,0.3,9,36490.35242141635,66308.57842974643,0.8064926800396194
362,120,0.5,7,34125.41237586999,63331.81821477432,0.8234767655302033
363,121,0.1,11,43231.42462000685,70684.03973817489,0.7656247888784682
364,121,0.3,12,36821.67525650345,60780.352048575696,0.8267012723974249
365,121,0.5,9,33537.18141648857,57162.63719620134,0.846717185878192
366,122,0.1,7,43490.96581792217,77232.95059465822,0.7514224134208002
367,122,0.3,6,38330.05680419561,70785.3960877913,0.7911934842734423
368,122,0.5,7,35595.430302887304,67393.10264750395,0.8107274578494202
369,123,0.1,12,42096.899886922736,75920.30853643376,0.7498055187916225
370,123,0.3,11,36684.44076831412,68465.31402961256,0.7965287720830879
371,123,0.5,9,34471.62836140712,65780.8998023602,0.8121715318249112
372,124,0.1,11,44085.42706505931,75987.23265661112,0.7584272562371488
373,124,0.3,7,38182.902669196956,70125.94483400909,0.7942574460395944
374,124,0.5,8,36090.48931321934,67771.49704819045,0.807840954214897
375,125,0.1,5,45045.549258209336,81602.67448597422,0.7533074378592649
376,125,0.3,7,38619.98139921383,72463.60566197002,0.8054697477387023
377,125,0.5,7,36541.26308549327,69881.98843599229,0.8190836663413567
378,126,0.1,13,41873.22847176782,66839.54955792046,0.7877550760209255
379,126,0.3,9,35441.88092188065,58362.46561589222,0.8381780069572455
380,126,0.5,8,33194.30150285025,56536.60607171201,0.8481447708340515
381,127,0.1,10,43783.52669453286,76752.40334918699,0.740408968213365
382,127,0.3,7,37292.80451069382,68771.96065556226,0.7915852125269122
383,127,0.5,8,34597.64432902643,66413.10068203966,0.8056371620565047
384,128,0.1,10,44559.170537899525,83554.68767894755,0.7527831903136811
385,128,0.3,6,38600.58110709863,75712.33780207104,0.7970123247430844
386,128,0.5,7,36241.49162920504,72576.55119871692,0.8134784520575082
387,129,0.1,8,41984.792921371954,68210.94530526202,0.7824196851294406
388,129,0.3,7,35591.983530981226,60895.03827183944,0.8265895441484337
389,129,0.5,6,33204.265757317335,58224.965940957525,0.8414632500808357
390,130,0.1,9,43246.69551333268,71850.46362571146,0.7936353405045632
391,130,0.3,9,37362.950863402366,65183.67837859778,0.8301545548854199
392,130,0.5,8,35296.65790443053,62748.70757102802,0.8426068795130064
393,131,0.1,10,43349.720980432845,71837.4840930601,0.778239548785342
394,131,0.3,9,36785.259602187514,62876.030207024385,0.8301161492830169
395,131,0.5,8,34145.85340707038,59725.44506621722,0.8467146470800879
396,132,0.1,11,42132.86226752627,76001.38401811116,0.7543749733666972
397,132,0.3,9,36349.28892812033,67897.53291500694,0.8039632015298686
398,132,0.5,9,33874.91580788964,65981.0044828914,0.8148739825192275
