,Replication_ID,Ratio,Best_K,MAE,RMSE,R2
351,117,0.65,5,34971.09546229964,70550.81105814867,0.7927985732578458
352,117,0.7,5,34751.53918882274,70405.42028341987,0.7936516927216242
353,117,0.75,4,34990.95738083177,70950.6464933439,0.7904433563311084
354,118,0.65,10,32935.45550983921,62383.77095382715,0.8084317214390673
355,118,0.7,6,32812.40706271992,63089.80883485711,0.8040709769400388
356,118,0.75,6,32541.473703533793,63188.99115564668,0.8034544599314593
357,119,0.65,5,34506.081340309465,67460.03649313917,0.8279698010375649
358,119,0.7,5,34197.883268773214,67740.1628141787,0.8265381314565862
359,119,0.75,4,34406.313548606995,68098.64360539931,0.8246973539687922
360,120,0.65,7,33578.05643950972,63366.42592438313,0.8232837903666586
361,120,0.7,6,33354.02484785957,63074.30867936033,0.8249093472445783
362,120,0.75,7,33337.954802629705,63709.92663072269,0.8213626887441735
363,121,0.65,7,32692.839832289283,55697.20169610675,0.8544756380216549
364,121,0.7,6,32337.479221546204,55232.058521306266,0.8568961192620184
365,121,0.75,6,32462.370319117144,55465.16496410753,0.8556856327443437
366,122,0.65,7,34810.8883778111,67841.559317043,0.8082001088317783
367,122,0.7,5,34550.90012949834,66516.76914010927,0.8156177941434852
368,122,0.75,5,34692.07231565281,67676.80158580132,0.8091305751496131
369,123,0.65,5,33768.9862919313,65371.58121243335,0.8145017671248522
370,123,0.7,7,33685.66526913519,65490.13628143872,0.8138283338977935
371,123,0.75,7,33770.124133296085,66038.51047084949,0.8106975062932417
372,124,0.65,6,34999.32314555661,66515.24133738902,0.8148988923902386
373,124,0.7,6,34777.79672731969,66370.52152258217,0.8157034796049981
374,124,0.75,5,34870.11667215314,66736.00088638277,0.8136681775436672
375,125,0.65,6,35310.6733938341,68694.35986424654,0.8251806779242788
376,125,0.7,6,35308.12175028898,69066.800017962,0.8232799035953856
377,125,0.75,7,35587.184171003064,70071.93393427052,0.81809883615957
378,126,0.65,6,32435.28670708158,57336.8099662443,0.8438157139412314
379,126,0.7,7,32297.18760469118,56434.72502720055,0.8486915751305141
380,126,0.75,6,32377.39290789429,56944.69976110858,0.8459446097066846
381,127,0.65,7,33885.53677683415,64991.99331751309,0.8138661193619332
382,127,0.7,5,33801.46647953091,65550.98443138276,0.8106505036888562
383,127,0.75,6,33869.888958281685,65318.265878609374,0.8119925711279863
384,128,0.65,6,35647.47797838393,72076.8492975043,0.8160380750723005
385,128,0.7,4,35516.85310277847,71786.07143454252,0.8175193871738822
386,128,0.75,3,35348.54096397437,71599.41099335764,0.8184671372479946
387,129,0.65,6,32554.204500366297,57852.17104786055,0.843486866089958
388,129,0.7,4,32460.611699695542,59118.35710910717,0.8365608189429499
389,129,0.75,5,32549.24696228738,58148.090622044925,0.8418816107376057
390,130,0.65,6,34443.265216644584,62256.81787301264,0.8450648298994392
391,130,0.7,6,34178.33081252419,60865.187913924725,0.8519139633347939
392,130,0.75,6,34132.39903697783,61013.67922897471,0.8511905181375881
393,131,0.65,6,33489.14864488907,59910.01093222144,0.8457658066915169
394,131,0.7,6,33342.38774054928,60436.67377243316,0.8430421731340525
395,131,0.75,7,33502.263298348895,61709.39204828059,0.8363619090312322
